website_id,detection_date,country,region,industry,organization_size,target_type,url_length,url_depth,num_dots,num_hyphens,num_underscores,num_slashes,num_digits_in_url,num_special_characters,num_subdomains,has_ip_address,has_url_shortener,has_at_symbol,has_double_slash,has_hexadecimal_encoding,url_entropy_score,domain_age_days,domain_registration_length,days_to_domain_expiry,domain_name_length,registrar_reputation_score,domain_reputation_score,domain_name_suspicion_score,has_whois_record,domain_previously_reported,has_https,ssl_certificate_valid,ssl_certificate_age_days,ssl_expiry_days,certificate_trust_score,has_security_headers,security_header_score,has_dns_record,dns_reputation_score,uses_valid_dns,has_hsts,has_content_security_policy,has_login_form,has_password_field,has_payment_form,has_popup,has_iframe,num_external_links,num_internal_links,num_redirects,redirect_risk_score,has_downloadable_file,has_auto_download,has_obfuscated_script,javascript_risk_score,has_suspicious_javascript,has_spelling_errors,content_similarity_to_brand,fake_brand_impersonation,suspicious_word_count,has_suspicious_words,urgency_language_score,threat_language_score,reward_language_score,social_engineering_score,login_request_score,payment_request_score,attack_type,attack_channel,target_population,attack_severity,risk_score,risk_level,detection_status,reported_by,number_of_reports,previous_attack_history,phishing_probability,result
WEB-002018,2023-11-13,Kenya,Africa,Telecommunications,Medium,Employee,95,7,1,6,0,4,1,7,2,0,0,0,0,1,6.74,856,354,232,18,1.53,27.0,6.52,1,0,1,0,407.0,0,2.27,0.0,1.15,0,16.0,0,0,0,1,0,0,0,1,18.0,9,4,8.67,0,1,1,5.25,0,1,44.0,0,9,1,7.37,3.16,1.84,7.99,6.15,7.16,Clone Phishing,Malicious Ad,General Public,High,99,Critical,Confirmed,Automated System,2,0,0.897,Phishing
WEB-002019,2026-02-21,Nigeria,Africa,Manufacturing,Enterprise,Individual,116,1,1,0,0,1,0,0,1,0,0,0,0,0,3.96,3311,1456,612,10,9.85,62.0,1.97,1,0,1,1,642.0,632,8.28,1.0,6.13,1,81.0,1,1,0,0,0,0,0,0,9.0,12,1,1.63,1,0,0,3.92,0,0,8.0,0,0,0,2.63,2.05,0.0,4.07,0.96,1.93,Not Applicable,Not Applicable,Not Applicable,None,6,Low,False Positive,Automated System,3,0,0.034,Legitimate
WEB-002020,2024-10-12,Germany,Europe,Social Media,Large,Employee,19,2,3,0,0,2,6,0,1,0,0,0,0,0,3.76,2015,1508,500,20,6.57,80.0,0.44,1,0,1,1,632.0,256,10.0,,6.67,1,53.0,1,1,1,1,0,0,0,0,17.0,8,1,3.34,0,1,0,1.96,0,0,2.0,0,0,0,3.05,0.0,0.0,1.55,5.92,2.67,Not Applicable,Not Applicable,Not Applicable,None,30,Medium,Resolved,Automated System,0,0,0.01,Legitimate
WEB-002021,2025-04-25,Mexico,North America,Technology,Medium,Individual,70,5,4,3,0,5,10,8,3,0,1,0,1,0,7.11,507,520,1,33,3.94,55.0,6.8,1,0,0,1,0.0,397,2.33,0.0,1.53,0,,1,0,0,1,0,1,1,0,3.0,4,3,5.21,0,0,0,6.13,0,0,74.0,1,8,0,8.52,5.37,5.29,7.18,7.09,6.35,Malware Delivery,Malicious Ad,Students,Medium,72,High,Confirmed,Third-party Vendor,5,0,0.661,Phishing
WEB-002022,2026-04-23,United Arab Emirates,Middle East,Technology,Medium,Business,55,4,4,6,2,2,3,5,4,0,1,0,0,0,5.79,52,153,277,21,3.85,60.0,8.03,1,0,0,0,454.0,0,2.94,1.0,4.49,0,24.0,0,0,0,1,1,1,0,1,0.0,13,3,6.04,1,1,0,6.23,1,0,70.0,0,1,1,9.94,8.84,6.55,7.75,6.06,5.81,Malware Delivery,Social Media,Executives,Low,79,High,Confirmed,User Report,10,0,0.686,Phishing
WEB-002023,2025-11-07,South Korea,Asia,Government,Large,Employee,78,2,5,3,2,5,6,3,6,0,0,0,0,0,5.02,274,30,353,16,1.04,0.0,8.73,1,1,0,0,163.0,176,1.38,0.0,1.07,0,18.0,0,0,0,1,1,0,0,1,5.0,0,2,8.53,1,1,1,7.99,1,0,58.0,1,9,1,6.27,5.78,3.67,8.2,7.37,8.09,SMS Phishing,Phone Call,Vendors,Medium,87,Critical,Confirmed,Security Team,0,0,0.907,Phishing
WEB-002024,2026-05-28,United Kingdom,Europe,Energy,Small,Customer,63,0,2,0,0,3,4,0,2,0,0,0,0,0,2.29,2195,1384,532,24,9.78,100.0,0.0,1,0,1,1,620.0,411,8.0,1.0,5.03,1,100.0,0,1,0,1,0,0,0,0,15.0,33,0,2.43,0,0,0,1.39,0,0,33.0,0,0,0,0.41,2.47,4.4,0.66,1.81,0.0,Not Applicable,Not Applicable,Not Applicable,None,0,Low,Resolved,Automated System,2,0,0.153,Legitimate
WEB-002025,2023-10-08,India,Asia,Healthcare,Enterprise,Business,26,4,4,0,1,4,0,3,0,0,0,0,0,0,2.75,1784,1478,45,10,8.33,76.0,0.0,1,0,1,0,464.0,355,8.66,0.0,8.0,1,58.0,0,1,1,0,0,0,0,0,17.0,34,1,0.0,0,0,0,1.05,1,0,27.0,0,4,0,3.68,3.17,3.2,3.02,3.55,0.7,Not Applicable,Not Applicable,Not Applicable,None,23,Low,False Positive,Automated System,0,0,0.185,Legitimate
WEB-002026,2024-04-18,Russia,Europe,Retail,Medium,Employee,75,2,2,1,2,2,2,0,0,0,0,0,0,0,1.86,2448,1006,683,17,8.82,84.0,0.0,1,0,1,1,353.0,295,9.17,1.0,6.77,1,100.0,1,1,1,1,1,0,0,0,25.0,29,1,2.65,0,0,0,1.54,0,0,41.0,0,2,1,0.0,2.35,1.1,1.82,1.53,4.09,Not Applicable,Not Applicable,Not Applicable,None,11,Low,Resolved,User Report,4,0,0.175,Legitimate
WEB-002027,2024-09-28,Italy,Europe,Cryptocurrency,Large,Business,115,3,1,1,1,4,0,0,2,0,0,0,0,0,3.96,2306,928,336,17,6.86,65.0,4.74,0,0,1,0,471.0,194,7.69,1.0,7.64,1,97.0,1,1,1,0,1,1,0,0,20.0,28,0,4.87,0,0,0,3.23,0,0,11.0,0,1,0,1.08,0.0,3.15,3.19,1.79,4.58,Not Applicable,Not Applicable,Not Applicable,None,36,Medium,False Positive,Law Enforcement,4,0,0.284,Legitimate
WEB-002028,2025-02-02,France,Europe,Telecommunications,Medium,Business,69,4,1,3,0,4,4,1,4,0,0,0,0,0,,0,619,1,18,3.62,0.0,5.73,0,0,0,0,0.0,288,1.55,0.0,2.55,1,37.0,1,0,0,1,1,1,1,0,0.0,28,1,8.37,1,0,0,10.0,0,0,53.0,1,7,1,6.21,4.05,4.72,8.56,4.92,3.6,Malware Delivery,Website,Customers,Low,79,High,Under Investigation,Third-party Vendor,10,0,0.673,Phishing
WEB-002029,2023-09-17,Spain,Europe,Education,Medium,Employee,83,5,4,0,1,5,5,7,4,1,0,0,0,0,4.7,0,30,360,25,4.85,13.0,9.45,0,0,1,0,197.0,142,1.46,0.0,1.31,1,48.0,1,0,1,1,1,1,0,0,2.0,0,2,5.51,0,0,1,6.72,0,1,47.0,0,6,1,9.12,6.63,5.39,5.96,6.18,6.0,Invoice Fraud,SMS,Executives,High,70,High,Confirmed,Law Enforcement,4,0,0.99,Phishing
WEB-002030,2026-02-25,Netherlands,Europe,Media,Small,Employee,115,5,4,0,1,3,5,9,3,1,0,0,0,0,5.99,0,619,1,17,2.82,30.0,9.17,0,0,1,0,143.0,159,0.36,0.0,2.45,1,33.0,1,0,1,0,1,0,0,1,0.0,13,3,7.04,0,0,0,8.84,0,1,48.0,1,9,1,8.81,5.65,1.59,9.15,7.4,4.79,Business Email Compromise,SMS,General Public,Low,91,Critical,Confirmed,Automated System,0,0,0.99,Phishing
WEB-002031,2025-10-08,Netherlands,Europe,Insurance,Small,Government,24,5,1,0,2,3,6,5,0,0,0,0,0,0,5.36,2576,860,240,17,7.83,80.0,4.05,1,0,1,1,666.0,391,9.75,1.0,8.95,1,94.0,1,0,1,0,1,0,0,0,28.0,38,0,2.13,0,0,0,3.0,0,0,4.0,0,6,0,1.39,0.0,1.4,2.33,2.17,4.01,Not Applicable,Not Applicable,Not Applicable,None,30,Medium,False Positive,,0,0,0.099,Legitimate
WEB-002032,2025-09-09,Netherlands,Europe,Education,Small,Employee,139,4,6,1,1,3,5,1,2,0,0,0,0,1,5.73,146,30,1,21,3.3,39.0,8.33,1,0,1,1,275.0,168,3.5,0.0,3.34,0,23.0,0,0,0,1,1,0,0,0,0.0,4,1,3.34,1,0,0,4.89,1,1,63.0,0,10,1,7.95,8.19,6.52,6.94,6.32,2.62,Business Email Compromise,QR Code,Employees,Low,69,High,Confirmed,Security Team,1,1,0.579,Phishing
WEB-002033,2023-08-14,Italy,Europe,Government,Small,Individual,60,2,2,1,0,5,1,0,1,0,0,0,0,0,5.28,3232,1324,373,4,5.71,,5.16,1,0,1,1,196.0,134,7.04,1.0,6.07,1,83.0,1,1,1,1,0,0,0,0,19.0,32,0,0.0,0,0,0,3.57,0,0,13.0,0,3,0,1.42,3.15,3.06,3.22,2.65,2.88,Not Applicable,Not Applicable,Not Applicable,None,9,Low,False Positive,Third-party Vendor,0,0,0.174,Legitimate
WEB-002034,2024-05-23,United Kingdom,Europe,Social Media,Enterprise,Individual,31,2,2,1,1,2,2,1,0,0,0,0,0,0,2.42,3371,2283,348,8,7.01,75.0,5.99,1,0,1,1,332.0,472,7.15,0.0,7.06,0,81.0,1,0,0,1,0,1,0,0,5.0,0,0,3.64,1,0,0,1.93,0,0,10.0,0,1,0,0.5,0.01,1.6,2.98,0.2,2.5,Not Applicable,Not Applicable,Not Applicable,None,14,Low,False Positive,Automated System,0,0,0.191,Legitimate
WEB-002035,2025-09-01,Russia,Europe,Social Media,Medium,Customer,58,4,3,0,1,3,0,5,2,0,0,0,0,0,4.55,1850,1130,531,15,8.31,81.0,3.46,1,0,1,1,638.0,435,8.35,1.0,8.74,1,57.0,1,0,0,0,0,1,1,0,11.0,38,0,4.02,0,0,0,0.0,0,0,29.0,0,4,0,2.19,1.13,1.13,3.92,3.31,0.05,Not Applicable,Not Applicable,Not Applicable,None,12,Low,Resolved,User Report,0,0,0.337,Legitimate
WEB-002036,2026-04-11,United States,North America,Education,Large,Business,81,6,4,1,0,5,13,3,4,1,1,0,0,0,6.05,778,347,149,25,2.1,23.0,7.91,0,1,0,0,319.0,76,4.16,1.0,4.4,0,30.0,1,0,0,1,1,0,1,1,,10,3,9.17,0,0,0,6.99,1,0,76.0,1,7,1,5.94,6.19,5.89,9.07,6.2,9.0,Clone Phishing,SMS,General Public,Critical,84,Critical,Under Investigation,Third-party Vendor,5,0,0.814,Phishing
WEB-002037,2025-05-22,Italy,Europe,Education,Medium,Individual,85,5,5,4,1,9,10,4,4,1,0,0,0,0,5.73,621,148,21,28,2.95,0.0,5.48,0,1,0,1,22.0,0,5.67,0.0,3.91,0,,1,0,0,1,1,0,0,1,1.0,0,0,7.94,1,0,0,7.62,0,0,78.0,1,3,0,8.02,4.35,0.31,8.16,4.21,4.31,Business Email Compromise,Malicious Ad,General Public,Critical,81,Critical,Under Investigation,Automated System,2,0,0.986,Phishing
WEB-002038,2024-06-22,United Kingdom,Europe,Retail,Large,Individual,131,3,3,3,0,4,5,5,2,1,0,0,0,0,6.31,791,684,1,27,3.2,31.0,5.5,1,0,0,0,0.0,163,0.0,0.0,2.02,0,17.0,1,0,0,0,1,0,1,0,0.0,22,2,7.72,1,0,1,9.26,0,1,66.0,0,15,1,6.13,2.08,6.52,7.9,7.09,7.02,SMS Phishing,Phone Call,Students,Low,79,High,Under Investigation,Automated System,1,1,0.577,Phishing
WEB-002039,2023-10-18,Canada,North America,Banking,Small,Business,56,0,2,0,1,0,3,4,2,0,0,0,0,0,4.91,2506,1034,619,7,,71.0,2.81,1,0,1,1,797.0,46,6.71,1.0,5.89,1,64.0,1,1,1,0,1,0,0,0,10.0,13,0,0.0,0,0,0,1.71,0,0,3.0,0,1,0,0.08,1.02,2.22,0.69,1.51,3.21,Not Applicable,Not Applicable,Not Applicable,None,7,Low,False Positive,Automated System,0,0,0.224,Legitimate
WEB-002040,2024-12-09,Germany,Europe,Retail,Large,Employee,64,3,4,5,0,2,10,10,4,0,0,0,0,1,4.38,0,1036,1,35,3.05,18.0,6.03,0,0,0,0,152.0,0,1.79,0.0,2.91,1,36.0,1,1,0,1,1,0,0,0,0.0,0,1,4.97,0,0,0,8.36,1,1,64.0,0,9,0,5.09,4.01,4.91,7.08,7.26,4.07,Clone Phishing,Social Media,Students,Medium,70,High,Resolved,Security Team,11,0,0.929,Phishing
WEB-002041,2025-03-24,India,Asia,Insurance,Large,Customer,129,6,5,2,2,3,7,5,3,0,1,1,0,0,5.41,0,524,21,27,2.23,0.0,7.96,0,0,1,0,118.0,156,3.94,0.0,4.75,1,46.0,0,0,0,1,0,0,0,0,18.0,8,2,6.55,0,0,1,8.32,0,0,99.0,1,10,1,6.4,8.74,7.94,8.98,5.82,2.11,Spear Phishing,Email,General Public,High,80,Critical,Under Investigation,Automated System,3,1,0.631,Phishing
WEB-002042,2025-06-29,Russia,Europe,Banking,Medium,Employee,68,4,4,3,2,8,2,4,3,1,0,0,0,0,5.02,0,696,386,29,3.51,,6.15,0,1,0,0,0.0,22,1.79,0.0,1.79,0,34.0,1,0,0,1,0,1,0,0,0.0,0,3,9.81,0,1,0,7.98,0,1,51.0,1,2,1,7.49,5.95,10.0,6.9,7.84,5.19,Spear Phishing,Email,Students,High,88,Critical,Confirmed,Security Team,3,0,0.67,Phishing
WEB-002043,2023-12-26,Italy,Europe,Technology,Medium,Customer,8,4,3,0,0,1,9,1,2,0,0,0,0,0,5.02,1797,980,237,20,6.21,71.0,1.23,1,0,1,1,375.0,230,5.73,1.0,7.16,1,98.0,1,0,0,0,0,0,0,0,12.0,28,3,0.48,0,0,0,2.27,1,0,22.0,0,0,0,0.09,0.64,3.31,4.75,2.34,2.09,Not Applicable,Not Applicable,Not Applicable,None,34,Medium,False Positive,Security Team,1,0,0.028,Legitimate
WEB-002044,2024-09-12,India,Asia,Manufacturing,Medium,Employee,136,2,7,5,2,4,6,6,0,1,0,1,0,0,5.04,291,416,58,28,5.57,18.0,5.86,0,1,1,0,0.0,0,2.36,0.0,0.0,0,34.0,1,0,0,1,1,0,0,0,16.0,6,4,8.43,0,0,0,6.95,0,0,82.0,1,11,1,7.98,5.74,6.27,7.86,6.59,6.18,Credential Harvesting,QR Code,Employees,Critical,69,High,Confirmed,Security Team,7,1,0.893,Phishing
WEB-002045,2024-11-28,Canada,North America,Cryptocurrency,Medium,Employee,55,1,2,0,2,0,0,2,2,0,0,0,0,0,3.73,2511,1196,303,20,6.23,79.0,1.48,0,0,1,1,414.0,462,7.49,1.0,8.59,1,88.0,1,0,0,1,1,0,0,0,12.0,36,0,0.75,0,0,0,1.66,0,0,42.0,0,3,0,0.0,0.0,4.13,0.52,2.33,1.54,Not Applicable,Not Applicable,Not Applicable,None,19,Low,False Positive,Automated System,0,0,0.38,Legitimate
WEB-002046,2023-11-07,United States,North America,Insurance,Small,Business,48,3,2,0,0,1,2,0,3,0,1,1,0,0,3.45,2723,843,328,19,6.46,91.0,2.23,1,0,1,1,698.0,288,8.79,1.0,9.57,1,68.0,0,1,1,0,0,1,0,1,23.0,9,0,0.0,0,0,0,3.54,0,0,0.0,0,3,0,2.44,1.79,2.12,2.81,3.53,0.0,Not Applicable,Not Applicable,Not Applicable,None,15,Low,Under Investigation,User Report,0,0,0.083,Legitimate
WEB-002047,2024-11-06,Netherlands,Europe,Education,Large,Business,105,5,5,2,0,0,3,0,1,0,0,0,0,0,7.34,367,294,1,22,4.94,19.0,6.31,0,1,0,0,0.0,0,1.34,0.0,1.96,0,51.0,1,0,0,1,1,0,0,0,8.0,17,4,5.18,0,0,0,10.0,0,0,72.0,1,13,1,7.97,6.45,3.64,6.3,5.57,8.05,Spear Phishing,SMS,Vendors,High,81,Critical,Confirmed,Automated System,7,1,0.869,Phishing
WEB-002048,2025-07-08,Japan,Asia,Logistics,Small,Individual,121,1,6,3,2,4,10,5,1,0,0,0,0,1,5.33,54,464,1,26,4.75,6.0,6.77,0,1,0,0,0.0,0,1.26,0.0,3.21,1,45.0,0,0,1,1,1,0,0,0,6.0,0,3,6.96,0,0,1,5.91,1,1,80.0,0,1,1,9.43,5.55,5.31,6.4,4.34,1.45,Invoice Fraud,Email,Customers,Low,75,High,Confirmed,Third-party Vendor,7,1,0.862,Phishing
WEB-002049,2024-05-15,China,Asia,E-commerce,Small,Individual,66,3,1,0,0,4,0,0,2,0,0,0,0,0,3.86,2445,1283,166,8,7.32,93.0,0.0,1,0,1,1,746.0,330,3.93,1.0,6.97,1,92.0,1,1,1,1,0,0,1,0,17.0,30,0,1.31,0,0,0,5.14,0,0,42.0,0,4,0,0.0,0.88,0.26,0.13,0.0,1.42,Not Applicable,Not Applicable,Not Applicable,None,14,Low,False Positive,,2,0,0.343,Legitimate
WEB-002050,2024-02-02,Russia,Europe,Technology,Medium,Employee,73,5,1,2,0,5,1,1,0,1,0,0,0,0,4.17,2227,843,228,13,8.07,69.0,2.89,1,0,1,1,620.0,692,9.58,0.0,10.0,1,69.0,1,0,1,0,1,0,0,1,7.0,21,2,2.09,0,0,0,2.06,0,0,11.0,0,0,0,2.72,0.77,1.53,0.0,1.4,0.0,Not Applicable,Not Applicable,Not Applicable,None,0,Low,False Positive,Automated System,0,0,0.322,Legitimate
WEB-002051,2024-04-27,Brazil,South America,Social Media,Large,Business,55,0,2,0,1,4,0,3,0,0,0,0,0,0,4.29,2261,901,420,22,6.44,62.0,0.3,0,0,1,1,369.0,263,10.0,1.0,6.09,1,93.0,1,1,1,0,0,0,0,0,19.0,17,0,2.01,0,0,0,0.09,0,0,0.0,0,2,0,0.0,1.33,1.33,1.31,2.63,3.67,Not Applicable,Not Applicable,Not Applicable,None,5,Low,False Positive,Third-party Vendor,0,0,0.148,Legitimate
WEB-002052,2025-02-09,Nigeria,Africa,Education,Large,Employee,140,4,3,2,2,1,8,5,3,1,0,0,0,0,3.92,606,438,1,20,3.31,31.0,7.3,0,0,0,0,131.0,246,4.34,0.0,0.95,0,,0,0,0,0,0,0,0,1,19.0,0,3,7.68,0,1,1,5.85,1,0,79.0,0,10,1,9.87,8.21,1.34,7.28,7.24,7.55,Whaling,Email,Students,Critical,71,High,Confirmed,Automated System,4,1,0.799,Phishing
WEB-002053,2023-08-14,Mexico,North America,Social Media,Small,Customer,19,4,1,2,0,1,0,3,0,0,0,0,0,0,3.4,2508,602,745,12,10.0,79.0,4.66,1,0,1,1,289.0,566,8.89,0.0,6.81,1,87.0,1,1,1,0,1,0,0,0,19.0,39,0,2.57,0,0,0,2.7,0,0,25.0,0,0,0,2.02,1.09,3.5,0.17,2.32,0.84,Not Applicable,Not Applicable,Not Applicable,None,30,Medium,False Positive,Automated System,0,0,0.271,Legitimate
WEB-002054,2024-07-02,China,Asia,Government,Large,Individual,58,4,4,2,2,4,13,4,5,0,1,0,0,1,5.83,0,612,138,21,3.01,0.0,4.86,0,1,0,0,177.0,0,3.75,0.0,2.23,1,42.0,0,0,0,0,1,1,1,0,20.0,9,7,4.99,1,0,1,5.94,0,0,93.0,1,13,1,7.39,4.49,6.78,7.53,7.64,7.61,SMS Phishing,Social Media,Vendors,High,79,High,Under Investigation,User Report,6,1,0.756,Phishing
WEB-002055,2025-07-27,India,Asia,Telecommunications,Small,Business,41,5,3,4,0,4,10,1,2,1,0,0,0,0,4.47,805,521,1,27,1.87,25.0,6.45,0,1,1,0,77.0,160,1.5,0.0,4.73,0,17.0,0,0,1,1,1,0,0,0,13.0,0,5,5.12,0,1,0,7.44,0,1,86.0,0,7,1,8.63,3.21,1.93,8.6,8.27,5.01,Business Email Compromise,Social Media,Executives,Medium,78,High,Under Investigation,Automated System,6,0,0.782,Phishing
WEB-002056,2026-07-26,France,Europe,Social Media,Small,Business,106,4,3,3,1,3,7,1,3,0,0,0,0,0,4.24,110,589,64,24,0.23,19.0,6.07,0,0,0,0,0.0,0,2.31,0.0,0.0,0,13.0,0,1,0,1,1,0,1,0,6.0,4,3,4.56,0,0,0,7.72,1,1,52.0,0,2,0,8.39,7.12,5.84,6.16,6.61,1.63,Invoice Fraud,Email,General Public,High,75,High,Confirmed,,7,1,0.82,Phishing
WEB-002057,2023-10-09,Germany,Europe,Telecommunications,Small,Employee,17,3,0,1,1,3,8,2,0,0,0,0,0,0,4.21,3080,1335,445,16,4.55,94.0,1.34,1,0,1,1,464.0,292,9.72,0.0,8.27,1,82.0,1,1,1,0,0,1,0,0,23.0,10,3,0.84,0,0,0,0.75,0,0,16.0,0,4,0,0.0,0.0,0.0,0.0,3.25,1.14,Not Applicable,Not Applicable,Not Applicable,None,0,Low,False Positive,Security Team,0,0,0.157,Legitimate
WEB-002058,2026-03-22,Italy,Europe,Retail,Small,Customer,32,4,2,3,0,3,0,6,0,0,0,0,0,0,4.59,1916,488,466,4,6.4,82.0,0.27,1,0,1,1,270.0,81,8.76,0.0,7.21,1,80.0,1,0,0,0,1,0,0,0,7.0,9,1,3.41,0,0,0,0.58,0,0,3.0,0,0,0,2.42,2.04,1.74,3.54,3.28,1.99,Not Applicable,Not Applicable,Not Applicable,None,10,Low,Resolved,Automated System,0,0,0.401,Legitimate
WEB-002059,2025-02-14,Saudi Arabia,Middle East,Retail,Medium,Individual,8,0,2,0,0,2,0,0,1,0,0,0,0,0,1.57,3070,1147,677,17,,79.0,4.72,1,0,1,1,652.0,332,8.81,1.0,8.5,1,100.0,1,1,1,0,1,0,0,0,16.0,25,0,1.18,0,0,0,0.47,0,0,20.0,0,3,0,0.62,0.0,1.72,0.49,2.26,0.0,Not Applicable,Not Applicable,Not Applicable,None,8,Low,False Positive,Law Enforcement,0,0,0.195,Legitimate
WEB-002060,2025-04-24,Japan,Asia,Education,Large,Government,8,6,1,2,0,3,1,1,2,0,0,0,0,0,2.28,1990,234,214,9,7.2,79.0,2.38,1,0,1,1,452.0,439,10.0,1.0,5.92,1,91.0,1,1,1,0,1,0,0,0,7.0,30,1,2.57,0,0,0,0.5,0,0,11.0,0,2,1,2.11,0.0,0.0,2.36,2.43,3.28,Not Applicable,Not Applicable,Not Applicable,None,13,Low,Resolved,Automated System,1,1,0.224,Legitimate
WEB-002061,2025-12-16,Singapore,Asia,Government,Small,Customer,36,0,0,3,2,4,2,3,0,0,0,0,0,0,4.57,3375,1448,532,15,6.04,99.0,1.45,1,0,1,0,625.0,540,6.97,0.0,7.71,0,100.0,1,0,0,0,0,1,0,0,0.0,28,0,1.34,0,0,0,0.86,0,0,42.0,0,7,0,0.82,0.0,1.59,2.99,4.28,0.71,Not Applicable,Not Applicable,Not Applicable,None,12,Low,Resolved,,1,0,0.08,Legitimate
WEB-002062,2026-02-23,China,Asia,Media,Medium,Employee,79,3,0,4,1,7,7,9,3,1,0,0,1,0,6.16,0,47,247,35,2.66,30.0,9.26,1,0,1,1,79.0,232,4.15,0.0,0.9,1,40.0,1,0,1,0,1,1,0,1,3.0,2,4,9.13,0,0,1,7.96,0,0,58.0,1,7,0,9.76,4.86,4.62,9.81,7.09,5.96,Voice Phishing,QR Code,Executives,Low,70,High,Resolved,Security Team,3,0,0.978,Phishing
WEB-002063,2023-09-16,Italy,Europe,Social Media,Medium,Business,72,6,2,1,1,0,2,10,3,1,0,1,0,0,5.58,553,630,1,24,1.27,32.0,8.6,0,1,0,1,114.0,0,1.24,0.0,4.7,1,22.0,0,1,0,1,1,1,0,0,3.0,8,3,9.92,1,1,1,5.99,0,0,87.0,1,12,1,5.95,5.52,5.59,9.56,8.39,5.52,Credential Harvesting,Email,Students,Medium,87,Critical,Under Investigation,Security Team,10,0,0.703,Phishing
WEB-002064,2024-05-03,Japan,Asia,Logistics,Enterprise,Employee,93,4,6,3,1,6,3,4,3,0,0,0,1,0,5.72,0,292,28,18,0.0,24.0,9.22,1,0,0,1,0.0,43,4.28,0.0,1.85,1,25.0,1,0,0,0,0,1,1,0,0.0,14,1,5.45,0,0,0,6.07,0,1,73.0,1,6,1,8.88,6.0,6.65,4.71,8.25,8.06,Whaling,QR Code,Vendors,Medium,85,Critical,Confirmed,Automated System,5,1,0.909,Phishing
WEB-002065,2025-10-14,Nigeria,Africa,Social Media,Small,Business,40,1,3,0,0,4,0,0,0,0,0,0,0,0,2.0,2589,1508,283,8,9.31,48.0,0.91,1,0,1,1,682.0,200,9.48,0.0,6.84,1,65.0,1,1,1,1,0,0,0,0,7.0,4,0,1.72,0,0,0,2.12,0,1,27.0,0,3,0,0.0,0.44,2.52,4.18,0.0,0.41,Not Applicable,Not Applicable,Not Applicable,None,5,Low,False Positive,Security Team,0,0,0.035,Legitimate
WEB-002066,2024-04-06,South Korea,Asia,Logistics,Large,Individual,103,3,2,1,0,3,1,4,0,0,0,0,0,0,3.58,2839,1694,351,11,7.91,100.0,3.64,1,0,1,1,564.0,174,7.53,0.0,7.04,1,78.0,1,1,1,1,0,1,0,0,24.0,18,3,2.6,0,0,0,2.84,0,0,28.0,0,4,0,0.1,1.84,2.54,4.09,4.05,0.36,Not Applicable,Not Applicable,Not Applicable,None,20,Low,False Positive,Third-party Vendor,0,0,0.121,Legitimate
WEB-002067,2023-08-15,Russia,Europe,Social Media,Enterprise,Individual,18,2,3,0,0,4,0,0,2,0,0,0,0,0,3.53,2302,2043,293,10,6.89,70.0,2.07,1,0,1,1,281.0,343,6.82,1.0,8.02,1,82.0,1,1,0,0,1,0,0,0,14.0,15,0,2.33,0,0,0,0.22,0,0,4.0,0,1,0,1.08,2.37,4.11,2.87,0.68,2.32,Not Applicable,Not Applicable,Not Applicable,None,26,Low,False Positive,Security Team,0,0,0.181,Legitimate
WEB-002068,2024-10-06,China,Asia,Education,Small,Business,70,3,2,0,2,5,4,0,0,0,0,0,0,0,3.58,2406,2013,301,9,8.53,77.0,0.67,1,0,1,1,661.0,369,8.1,,5.56,1,97.0,1,0,0,1,0,1,0,0,21.0,17,0,1.23,0,0,0,4.64,0,0,12.0,0,3,0,0.96,0.0,0.0,0.2,4.07,2.98,Not Applicable,Not Applicable,Not Applicable,None,19,Low,False Positive,Security Team,1,1,0.056,Legitimate
WEB-002069,2025-02-06,United Kingdom,Europe,Energy,Medium,Customer,94,3,4,2,1,7,8,6,2,0,0,0,0,0,6.5,264,253,33,22,0.0,21.0,7.07,0,1,1,0,147.0,112,1.93,0.0,4.18,0,48.0,0,0,0,1,0,1,0,0,14.0,0,4,7.11,0,1,0,4.39,0,1,78.0,1,9,1,5.44,6.51,3.95,6.35,6.39,2.35,Credential Harvesting,QR Code,Students,Medium,89,Critical,Confirmed,Security Team,6,1,0.985,Phishing
WEB-002070,2026-01-31,United Arab Emirates,Middle East,Government,Medium,Business,74,1,3,1,2,3,0,2,1,0,0,0,0,0,3.82,1789,1106,153,22,8.45,75.0,2.02,1,0,1,1,433.0,247,10.0,0.0,4.87,1,90.0,1,1,1,1,0,0,0,0,12.0,26,0,1.95,0,0,0,2.33,0,0,25.0,0,0,1,2.01,0.0,3.29,0.93,2.04,2.44,Not Applicable,Not Applicable,Not Applicable,None,4,Low,False Positive,Law Enforcement,2,1,0.299,Legitimate
WEB-002071,2025-05-07,Mexico,North America,Manufacturing,Small,Employee,70,5,4,5,0,4,9,4,3,0,0,1,0,0,6.67,88,223,1,28,3.92,,7.07,1,0,1,0,0.0,0,1.39,0.0,2.59,1,15.0,1,0,0,1,0,0,0,1,0.0,18,4,7.87,0,0,0,7.46,0,1,100.0,0,9,1,9.13,6.39,6.26,7.01,6.05,3.65,Whaling,SMS,Students,Low,72,High,Confirmed,User Report,8,0,0.796,Phishing
